¼ø¹ø,ÀÛÇ°¸í,ÀÎ¹°¸í,ÀÛÁß ³ªÀÌ,¼ºº°,Ãâ»ýÁö,¿¬·É´ë,½ÅºÐÀ¯Çü,¿ø½Ãµ¥ÀÌÅÍ,ÅÂ±ë µ¥ÀÌÅÍ
20561,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,À¯ºÎ³²,À¯ºÎ³²/NNG
20562,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Öµþ¸°..,¾Ö__02/NNG+µþ¸®__01/VV+¤¤/ETM+./SF+./SF
20563,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,À¯ºÎ³²,À¯ºÎ³²/NNG
20564,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,ÇìÀÌÇìÀÌ ½ê½ê,ÇìÀÌ__99/NNP+ÇìÀÌ__99/NNP ½ê½ê/NNP
20565,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿ö¾î¾î¾î~,¿ö¾î/NNP+¾î¾î/IC+~/SO
20566,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,½ê½ê,½ê½ê/NNP
20567,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿øÅõ¿øÅõ,¿ø__01/NNB+Åõ¿øÅõ/NNP
20568,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¹«½¼ ÁØºñ°¡ Àú·¸°Ô ¿ä¶õÇØ?,¹«½¼/MM ÁØºñ/NNG+°¡/JKS Àú·¸/VA+°Ô/EC ¿ä¶õÇÏ__01/VA+¾î/EF+?/SF
20569,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,Â¥Áõ³ª,Â¥Áõ/NNG+³ª__01/VV+¾Æ/EF
20570,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,Â¥Áõ³»Áö¸»¾î~ ³ª´Â °¡¼ö´ÙÇÏ°í »ý°¢ÇÏ³ªºÎÁö,Â¥Áõ/NNG+³»__02/VV+Áö/EC+¸»__03/VX+¾î/EC+~/SO ³ª__03/NP+´Â/JX °¡¼ö__11/NNG+´ÙÇÏ/VV+°í/EC »ý°¢ÇÏ/VV+³ª/EC+º¸__01/VX+Áö/EF
20571,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,Á»¸¸ Âü¾Æ Àú°Å ÇÑ°î¸¸ µè°í,Á»__02/MAG+¸¸/JX Âü/VV+¾Æ/EC Àú°Å__01/NP ÇÑ__01/MM+°î__02/NNG+¸¸/JX µè__01/VV+°í/EC
20572,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,³ª°¡ÀÚ ÀÀ?,³ª°¡/VV+ÀÚ/EC ÀÀ__01/IC+?/SF
20573,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,Á»¸¸Âü¾î~ Á»¸¸,Á»__02/MAG+¸¸__01/NNB+Âü¾î__01/NNG+~/SO Á»__02/MAG+¸¸/JX
20574,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¹¹¾ß..,¹¹/NP+ÀÌ/VCP+¾ß/EF+./SF+./SF
20575,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¹«½¼ °£ÁÖ°¡ Àú·¸°Ô ±æ¾î,¹«½¼/MM °£ÁÖ__02/NNG+°¡/JKS Àú·¸/VA+°Ô/EC ±æ__02/VA+¾î/EC
20576,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æµû ÇÏÇÊ Àú»õÅ°´Â °£ÁÖ ±ä°Å °ñ¶ó°¡Áö°í..,¾Æµû__01/IC ÇÏÇÊ__02/MAG Àú/NP+»õ/MMA+Å°__01/NNG+´Â/JX °£ÁÖ__02/NNG ±æ__02/VA+¤¤/ETM+°Å__01/NNB °í¸£__01/VV+¾Æ/EC+°¡Áö/VX+°í/EF+./SF+./SF
20577,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,Á»¸¸ Âü¾Æ Á»¸¸ µè°í ³ª°¡°Ô,Á»__02/MAG+¸¸/JX Âü/VV+¾Æ/EC Á»__02/MAG+¸¸/JX µè__01/VV+°í/EC ³ª°¡/VX+°Ô/EC
20578,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,³»¼Ò½Ä ±×³à°¡ µéÀ» ¶§Âë¿£,³»__04/NP+¼Ò½Ä__04/NNG ±×³à/NP+°¡/JKS µè__01/VV+À»/ETM ¶§__01/NNG+Âë__02/XSN+¿¡/JKB+¤¤/JX
20579,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,³­ ¾Æ¸¶ ¼¼»ó ¾îµðµµ ¾ø°ÚÁö,³ª__03/NP+¤¤/JX ¾Æ¸¶__01/MAG ¼¼»ó__01/NNG ¾îµð__01/NP+µµ/JX ¾ø__01/VA+°Ú/EP+Áö/EF
20580,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,Ä£±¸¾ß ³»°Ô Çã¶ôµÈ ½Ã°£ÀÌ,Ä£±¸__02/NNG+¾ß/JKV ³ª__03/NP+¿¡°Ô/JKB Çã¶ôµÇ/VV+¤¤/ETM ½Ã°£__04/NNG+ÀÌ/JKS
20581,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,ÀÌÁ¨ ´ÙµÇ¾î °¡³ªºÁ,ÀÌÁ¦__01/NNG+¤¤/JX ´Ù__03/MAG+µÇ__01/VV+¾î/EC °¡__01/VV+³ª/EC+º¸__01/VX+¾Æ/EC
20582,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,ÀÌÁ¦´Â ´Ù¸¥ ¼¼»ó¿¡¼­,ÀÌÁ¦__01/NNG+´Â/JX ´Ù¸¥/MM ¼¼»ó__01/NNG+¿¡¼­/JKB
20583,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿ö~ ±×³à¸¦ ¸¸³ª¼­,¿Ö__02/IC+~/SO ±×³à/NP+¸¦/JKO ¸¸³ª/VV+¾Æ¼­/EC
20584,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,³» ¾ê±â¸¦ ¹¯°Åµç,³ª__03/NP+ÀÇ/JKG ¾ê±â/NNG+¸¦/JKO ¹¯__03/VV+°Åµç/EC
20585,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,±×Àú ³­ ÀßÀÖ´Ù°í ´ë´äÇØÁà,±×Àú/MAG ³ª__03/NP+¤¤/JX Àß__02/MAG+ÀÖ__01/VA+´Ù°í/EC ´ë´äÇÏ/VV+¾î/EC+ÁÖ__01/VX+¾î/EF
20586,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,ÀÌÁ¦¾ß ¾Ë°Ú¾î ±×³à°¡ ³»°Ô´Â,ÀÌÁ¦¾ß/MAG ¾Ë/VV+°Ú/EP+¾î/EC ±×³à/NP+°¡/JKS ³ª__03/NP+¿¡°Ô/JKB+´Â/JX
20587,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾ó¸¶³ª ¼ÒÁßÇß´ÂÁö,¾ó¸¶³ª/MAG ¼ÒÁßÇÏ/VA+¾ú/EP+´ÂÁö/EC
20588,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,°¡½¿ÀÌ ¸Þ¾î¿Í...,°¡½¿__01/NNG+ÀÌ/JKS ¸Þ__01/VV+¾î/EC+¿À__01/VX+¾Æ/EF+./SF+./SF+./SF
20589,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿©º¸¼¼¿ä,¿©º¸¼¼¿ä/IC
20590,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î~ ÈÄ¾ß~,¾î__02/IC+~/SO ÈÄ¾ß/NNG+~/SO
20591,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î,¾î__02/IC
20592,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î ¾Æºü~,¾î__02/IC ¾Æºü/NNG+~/SO
20593,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,ÀÏÇÏ°íÀÖÁö,ÀÏÇÏ/VV+°í/EC+ÀÖ__01/VX+Áö/EC
20594,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î¾î,¾î¾î/IC
20595,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾Æ.. Â¥ÆÄ±¸¸®?,¾Æ__02/IC+./SF+./SF Â¥/NNG+ÆÄ/XSN+±¸¸®__02/NNG+?/SF
20596,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î.. Â¥ÆÄ±¸¸®..,¾î/EF+./SF+./SF Â¥/NNG+ÆÄ/XSN+±¸¸®__02/NNG+./SF+./SF
20597,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î ÂÍ¸¸ ±â´Ù·Á ¾Æºü°¡ ±Ý¹æ °¡¼­ Â¥ÆÄ±¸¸® ÇØÁÙ°Ô,¾î__02/IC ÂÍ/MAG+¸¸/JX ±â´Ù¸®/VV+¾î/EC ¾Æºü/NNG+°¡/JKS ±Ý¹æ__01/MAG °¡__01/VV+¾Æ¼­/EC Â¥/NNG+ÆÄ/XSN+±¸¸®__02/NNG ÇÏ__01/VV+¾î/EC+ÁÖ__01/VX+¤©°Ô/EF
20598,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,Àú´Â..¾Æ,Àú__03/NP+´Â/JX+./SF+./SF+¾Æ/EC
20599,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾à¼ÓÀÌ ÀÖ¾î¼­ ¸ÕÀú...,¾à¼Ó/NNG+ÀÌ/JKS ÀÖ__01/VA+¾î¼­/EC ¸ÕÀú/MAG+./SF+./SF+./SF
20600,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,°¨»çÇÕ´Ï´Ù,°¨»çÇÏ__05/VV+¤²´Ï´Ù/EF
20601,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾î.. ¿Àºü,¾î/EF+./SF+./SF ¿Àºü/NNG
20602,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿Àºü ¾îµð°¡~,¿Àºü/NNG ¾îµð/NP+°¡/VV+¾Æ/EC+~/SO
20603,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ ÁöÀÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,°°ÀÌ°¡~,°°ÀÌ/MAG+°¡/JKS+~/SO
20604,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,Àú.. Àú±â ±×,Àú__04/MM+./SF+./SF Àú±â__01/NP ±×__01/MM
20605,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,À¯ºÎ³²... ÀÎµð..,À¯ºÎ³²/NNG+./SF+./SF+./SF ÀÎµð/NNG+./SF+./SF
20606,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¿°º´ ±×·¡¼­ µÑÀÌ ³ª°¡°Ô ³»ºñµ×´Ù°í?,¿°º´/NNG ±×·¡¼­/MAJ µÑ__01/NR+ÀÌ/JKS ³ª°¡/VV+°Ô/EC ³»ºñµÎ/VV+¾ú/EP+´Ù°í/EF+?/SF
20607,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¸Â¾Æµµ ½Î´Ù,¸Â__01/VV+¾Æµµ/EC ½Î__05/VA+´Ù/EF
20608,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Â÷¿©µµ ½Î´Ù,Â÷ÀÌ/VV+¾îµµ/EC ½Î__05/VA+´Ù/EF
20609,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Æò»ý ±×¶ó°í È¥ÀÚ»ç¼¼¿ä ÀÌ »óµî½Å¾Æ,Æò»ý/NNG ±×¶ó°í/MAG È¥ÀÚ__01/NNG+»ì__01/VV+¼¼¿ä/EC ÀÌ__05/MM »ó__25/NNG+µî½Å__02/NNG+¾Æ/JKV
20610,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾ß Â÷ÀÎ°Ç ³ª¶ó´Ï±î,¾ß__04/IC Â÷__06/NNG+ÀÌ/VCP+¤¤/ETM+°Í__01/NNB+¤¤/JX ³ª¶ó__01/NNG+ÀÌ/VCP+´Ï±î/EC
20611,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,³»°¡ Â÷¿´´Ù°í. ³ªÇÑÅ× Áö¶öÀÌ¿© ´Ùµé,³»__04/NP+°¡/JKS Â÷__06/NNG+ÀÌ/VCP+¾ú/EP+´Ù°í/EF+./SF ³ª__03/NP+ÇÑÅ×/JKB Áö¶ö/NNG+ÀÌ/VCP+¿©/EC ´Ù__03/NNG+µé/JX
20612,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,´Ï´Â ÀÚ¼¼°¡ ±Û·¯¸Ô¾ú´Ù ¾î?,´Ï__05/NP+´Â/JX ÀÚ¼¼__02/NNG+°¡/JKS ±×¸£__01/VA+¾î/EC+¸Ô__02/VX+¾ú/EP+´Ù/EC ¾î__02/IC+?/SF
20613,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,ÀÚ¼¼°¡ ±Û·¯¸ÔÀº°ÍÀÌ ¾Æ´Ï°í,ÀÚ¼¼__02/NNG+°¡/JKS ±×¸£__01/VA+¾î/EC+¸Ô__02/VX+Àº/ETM+°Í__01/NNB+ÀÌ/JKC ¾Æ´Ï/VCN+°í/EC
20614,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¼ø~ °ø°¥ÀïÀÌ¶û²²,¼ø__01/MAG+~/SO °ø°¥__02/NNG+ÀïÀÌ__02/XSN+ÀÌ/VCP+¶û²²/EC
20615,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,´Ñ Áö±Ý ¿©ÀÚ ¸¸³¯ »ý°¢ ÀüÇô ¾øÀÚ³× ±×Áö?,´Ñ/NNP Áö±Ý__03/MAG ¿©ÀÚ__02/NNG ¸¸³ª/VV+¤©/ETM »ý°¢__01/NNG ÀüÇô__01/MAG ¾ø__01/VA+ÀÚ³×/EC ±×Áö/IC+?/SF
20616,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,³»µµ ±×·¸´Ù¿¡ ÇÑÇ¥,³»__02/VV+¾îµµ/EC ±×·¸/VA+´Ù/EC+¿¡/JKB ÇÑ__01/MM+Ç¥__04/NNG
20617,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,"´Ï°¡ ÁøÂ¥·Î °¼µéÀÌ ¸¾¿¡ µé¾úÀ¸¸ç´Â ¾î¶»°Ôµç Àâ¾Ò°ÚÁö, ¾È±×³Ä","/SS+´Ï__05/NP+°¡/JKS ÁøÂ¥/NNG+·Î/JKB °¼/NP+µé__09/XSN+ÀÌ/JKS ¸¾__01/NNG+¿¡/JKB µé__01/VV+¾ú/EP+À¸¸ç/EC+´Â/JX ¾î¶»/VA+°Ô/EC+µç/JX Àâ__01/VV+¾Ò/EP+°Ú/EP+Áö/EC+,/SP ¾È__01/NNG+±×__01/NP+ÀÌ/VCP+³Ä/EF+/SS"
20618,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,°¥¶ó´Â °¡½Ã³ªµé ¼Õ¸ð°¡Áö¶óµµ È® Àâ¾ÆÃ¤µç°¡ ,°¡¸£/VV+¶ó´Â/ETM °¡½Ã³ª/NNG+µé__09/XSN ¼Õ¸ð°¡Áö/NNG+¶óµµ/JX È®__02/MAG Àâ¾ÆÃ¤/VV+µç°¡/EC
20619,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,°¡Áö¸»¶ó°í »çÁ¤ ÇØ½Ó½Ã·Õ,°¡__01/VV+Áö/EC+¸»__03/VX+¶ó°í/EC »çÁ¤__07/NNG ÇÏ/XSV+¿©/EC+½Ó__01/NNG+½Ã__10/NNB+·Õ__88/NNG
20620,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,ºÁºÁ.. ´Ï´Â ¿©ÀÚ ¸¸³¯ ¸¾ÀÌ ÀüÇô ¾ø´Â ³ðÀÌ¶û²²,º¸__01/VV+¾Æ/EC+º¸__01/VX+¾Æ/EF+./SF+./SF ´Ï__05/NP+´Â/JX ¿©ÀÚ__02/NNG ¸¸³ª/VV+¤©/ETM ¸¾__01/NNG+ÀÌ/JKS ÀüÇô__01/MAG ¾ø__01/VA+´Â/ETM ³ð__01/NNB+ÀÌ/VCP+¶û²²/EC
20621,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,±à²² ÀÎÀÚ ¿¬¾ÖÇÏ°í ½Í´Ü °ÅÁþ¸» Á» ±×¸¸ ÇØ½Õ°í,±à²²/MAC ÀÎÀÚ__01/MAG ¿¬¾ÖÇÏ__02/VV+°í/EC ½Í/VX+´Ü/ETM °ÅÁþ¸»/NNG Á»__02/MAG ±×¸¸__02/MAG ÇÏ__01/VV+¾î/EC+½Î/VX+¾Ò/EP+°í/EC
20622,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾ð´É ÅäÀÍ °øºÎ³ª Á» ÇØ¶ó,¾ð´É/MAG ÅäÀÍ/NNG °øºÎ__01/NNG+³ª/JX Á»__02/MAG ÇÏ__01/VV+¾î¶ó/EF
20623,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,ÀÎÀÚ ÃëÁ÷ÇÏ´Â°ÍÀÌ ÇÏ´ÃÀÇ º°µû±â°¡ ´Ù‰ç´ç²²,ÀÎÀÚ__01/MAG ÃëÁ÷ÇÏ/VV+´Â/ETM+°Í__01/NNB+ÀÌ/JKS ÇÏ´Ã__01/NNG+ÀÇ/JKG º°__01/NNG+µû__01/VV+±â/ETN+°¡/JKS ´Ù__03/MAG+?SL+ç´ç²/SW
20624,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,ÂìÂì..,ÂìÂì/MAG+./SF+./SF
20625,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¿¡ÈÞ,¿¡ÈÞ/IC
20626,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,³ªÁ¤¾Æ,³ªÁ¤¾Æ/NNP
20627,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,³ª ³»ÀÏ Ã¹ Ãâ±ÙÀÌ¾î°¡Áö°í ¸ÕÀú ÀÚ²²À×,³ª__03/NP ³»ÀÏ/NNG Ã¹/MM Ãâ±Ù/NNG+ÀÌ/VCP+¾î/EC+°¡Áö/VX+°í/EC ¸ÕÀú/MAG ÀÚ__18/NNB+²²__05/XSN+À×/IC
20628,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,±Ùµð..,±Ùµð/MAJ+./SF+./SF
20629,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,ÀÌ°ÍÀº ³ª°¡ ÁøÂ¥ ±Ã±ÝÇØ¼­ ¹°¾îº¸´Â °ÍÀÎµð,ÀÌ°Í/NP+Àº/JX ³ª°¡/VV+¾Æ/EC ÁøÂ¥/NNG ±Ã±ÝÇÏ__01/VA+¾î¼­/EC ¹°¾îº¸/VV+´Â/ETM °Í__01/NNB+ÀÌ/VCP+¤¤µð/EC
20630,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾ÖÁ¤ÀÌ´Â..,¾ÖÁ¤__02/NNG+ÀÌ/VCP+´Â/ETM+./SF+./SF
20631,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¿ä»õ ¹½ÇÑ´ë,¿ä»õ__01/NNG ¹½ÇÏ/VA+¤¤´ë/EF
20632,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,³²ÀÚÄ£±¸´Â »ý°å´Ùµç?,³²ÀÚ__02/NNG+Ä£±¸__02/NNG+´Â/JX »ý±â/VV+¾ú/EP+´Ù/EC+µç/JX+?/SF
20633,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾ß,¾ß__04/IC
20634,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,µ¹¾Ò³ª,µ¹/VV+¾Ò/EP+³ª/EC
20635,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Á¶¿ëÈ÷ÇØ¶ó,Á¶¿ëÈ÷/MAG+ÇÏ__01/VV+¶ó/EC
20636,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,°ÅºÁºÁ..,°Å__01/NP+º¸__01/VV+¾Æ/EC+º¸__01/VX+¾Æ/EF+./SF+./SF
20637,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,±×°ÍÀÌ ´Ï Á¤´äÀÌ¶ó´Ï±î,±×°Í/NP+ÀÌ/JKS ´Ï__05/NP Á¤´ä/NNG+ÀÌ/VCP+¶ó´Ï±î/EC
20638,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾îÀÌ,¾îÀÌ__05/IC
20639,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾î¸°ÀÌ,¾î¸°ÀÌ__01/NNG
